Title,Description,Genre1,Genre2,Genre3
Mortal Thoughts,"The hairdresser, wife and mother Cynthia Kellogg is in police department being interrogated by the experienced detective John Woods and his partner, Detective Linda Nealon. Through flashbacks, she reveals how her best friend and colleague Joyce Urbanski married the scum and nasty James Urbanski; how hard Joyce's life with James was; and why Joyce became a criminal. The smart detective finds some contradictions in her statement and presses Cynthia, trying to disclose the truth of two murders.",Mystery, Thriller,
Indecent Proposal,"A young couple very much in love are married and have started their respective careers, she as a real estate broker, he as an architect. She finds the perfect spot to build his dream house, and they get loans to finance it. When the recession hits, they stand to lose everything they own, so they go to Vegas to have one shot at winning the money they need. After losing at the tables, they are approached by a millionaire who offers them a million dollars for a night with the wife. Though the couple agrees that this is a way out of their financial dilemma, it threatens to destroy their relationship.",Drama, Romance,
Permanent Midnight,"Comedy writer Jerry Stahl, whose $6000-a-week heroin habit had him taking his infant daughter along on his drug runs and doing smack during TV script conferences. Departing detox, Stahl explores memories with survivor Kitty, who listens patiently to Stahl's flashback. Other women in Stahl's life are his British wife Sandra and his agent Vola. For the TV series ""Mr. Chompers"" (inspired by ALF), Stahl meets with sitcom exec Craig Ziffer and puppeteer Allen. For freaky freebasing, Stahl hangs with mumbler Nicky and druggie Gus.",Biography, Drama, Romance
One True Thing,"When a tough New Yorker's mother is stricken with a serious illness, she is forced to quit her job and her relationship with her boyfriend to take care of her, finding out a lot of things she didn't know about her mother and father and her life along the way.",Drama,,
Rush Hour,"Cultures clash and tempers flares as the two cops named Detective Inspector Lee a Hong Kong Detective and Detective James Carter FBI, a big-mouthed work-alone Los Angeles cop who are from different worlds discovers one thing in common: they can't stand each other. With time running out, they must join forces to catch the criminals and save the eleven-year-old Chinese girl of the Chinese consul named Soo Yung.",Action, Comedy, Crime
Six-String Samurai,"A mysterious and powerful hero of the classic kind, Buddy is as skilled with his guitar as he is with his samurai sword. Thrown together with a kid whom he saves in a spectacular battle, the two of them must now escape their enemies and reach ""Lost Vegas,"" the rock 'n' roll capital of this future world.",Action, Adventure, Comedy
A Soldier's Daughter Never Cries,"This fictionalized story, based on the family life of writer James Jones, is an emotionless slice-of-life story. Jones here is portrayed as Bill Willis, a former war hero and now successful author who obviously drinks too much and is starting to experience health problems. Living in France with his wife, daughter, and an adopted son, the family travels an unconventional road that leaves all of them as outsiders to others. Preaching a sexual freedom, his daughter's sexual acceptance begins at an early age and betrays her when the family moves to Hanover in America. Her sexuality is definitely not the normal for American teens and gives her a bad reputation and outcasts her. Meanwhile her brooding brother struggles with his own inner turmoils about his early desertion in life. Only within the tight knit confines of his family is he comfortable to even speak.",Drama,,
Ronin,"Ronin is the Japanese word used for Samurai without a master. In this case, the Ronin are outcast specialists of every kind, whose services are available to everyone - for money. Dierdre (undoubtedly from Ireland) hires several Ronin to form a team in order to retrieve an important suitcase from a man who is about to sell it to the Russians. After the mission has been completed successfully, the suitcase immediately gets switched by a member of the team who seems to work into his own pocket. The complex net of everyone tricking everyone begins to surface slowly, and deadly...",Action, Adventure, Crime
Urban Legend,"Urban Legend tells the story of a group of pretty college students at a remote New England university. The focus of the story is Natalie, a beautiful, academically-gifted student at the fictional Pendleton University. Natalie and her friends are all involved in the Folklore class being taught by Professor Wexler. Wexler regales his class with urban legends, which include Pendleton's own urban legend about a Psych professor who murdered six students at Stanley Hall 25 years ago. Natalie is the first one to suspect there's a killer on campus, especially after she has ties to all of the victims. No one, including her friends, Wexler, Dean Adams and security guard, of course, believes her until it's too late. Now she finds that she and her friends are part of the killer's ultimate urban legend.",Horror, Mystery,
Clay Pigeons,"Clay (as in the title) is a young man in a small town who witnesses his friend kill himself because of the ongoing affair that Clay was having with the man's wife. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay befriends a troubling serial killer.",Comedy, Crime,
Pecker,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame.",Comedy, Drama,
The Sheltering Sky,"The American artist couple Port and Kit Moresby travels aimless through Africa, searching for new experiences that could give new sense to their relationship. But the flight to distant regions leads both only deeper into despair.",Adventure, Drama,
Bandit Queen,"The movie tells the story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994. During five years she was prosecuted by the Indian police and turned into a legend (like a modern Robin Hood) by the Indian press. Although the press tended to make her the optimal hero with blue eyes, dark hair, being tall and beautiful she was in reality an average Indian which makes it hard for the movie to fulfill the expectations of the audience and tell the truth at the same time. Later in her life,She entered into the politics and was assassinated in 2001.",Biography, Crime, Drama
The Player,"Events in the life of a Hollywood studio executive, unfold with the same unrealistic positive coincidences ultimately culminating to a 'happy-ending' - much like the movie scripts he works day in and out with, after he accidentally murders someone.",Comedy, Crime, Drama
Overnight Delivery,"A man suspects his girlfriend of being unfaithful. So he sends her a letter, but than finds out that he was wrong. He has 24 hours to stop the package, prevent a disaster, and fall in love....",Comedy, Romance,
Antz,A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,Animation, Adventure, Comedy
The Impostors,"In an attempt to resurrect the slapstick comedy of Laurel and Hardy or The Marx Brothers, Stanley Tucci and Oliver Platt team-up as two out-of-work actors who accidentally stowaway on a ship to hide from a drunken, belligerent lead actor who has sworn to kill them for belittling his talents. Of course, the lead actor end up on the ship as well. Also, a madman (Tony Shalhoub) plots the destruction of the ship and Steve Buscemi is a depressed, suicidal lounge singer named Happy Frank.",Comedy,,
A Night at the Roxbury,"The Roxbury Guys, Steve and Doug Butabi, want to get into the best club in town, and also hope to open their own club. Vivica, a gold-digging supermodel, and her friend Cambi try to work the Roxbury Guys for their money, only to find out the pair is broke.",Comedy, Music, Romance
What Dreams May Come,"After Chris Nielsen dies in a car accident, he is guided through the afterlife by his spirit guide, Albert. His new world is beautiful and can be whatever Chris imagines. Even his children are there. But, when his wife, Annie, commits suicide and is sent to hell, Chris ignores Albert's warnings and journeys there to save her. Upon arrival, Chris finds that rescuing Annie will be more difficult than he'd imagined.",Drama, Fantasy, Romance
Love Is the Devil: Study for a Portrait of Francis Bacon,"Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook.",Biography, Drama, Romance
Slam,"Slam tells the story of Ray Joshua, an original, gifted young MC trapped in a war-zone housing project known as Dodge City. Unable to find a job, Ray copes with the despair and poverty of his neighborhood by using his wits and verbal talent.",Drama,,
Holy Man,"Ricky Hayman, right hand of Good Buy Shopping Network's owner John McBainbridge, is responsible for over two years of very bad sales numbers. He gets a last chance. Accidentally, he and Kate Newell nearly run over G with his car and decide to take him with them. What they never could guess was that G really is the one good man around. Being on the search for enlightenment, G offers his help generously to save Ricky's job. His natural, uncontrollable behaviour soon gets Ricky into really big trouble, but the sales numbers now go up for the first time in months...",Comedy, Drama,
One Tough Cop,"A detective tries to remain loyal to his partner, and his best friend - a mobster.",Action, Crime,
The Mighty,"This tells the story of a strong friendship between a young boy with Morquio's syndrome and an older boy who is always bullied because of his size. Adapted from the novel, Freak the Mighty, the film explores a building of trust and friendship. Kevin, an intelligent guy helps out Maxwell to improve his reading skills. In return, Kevin wants Maxwell to take him out places since he is not allowed out unauthorized. Being the social outcasts of the town, Kevin and Maxwell come to realize that they are similar to each other and accept that they are ""freaks"" and nothing will stop them.",Comedy, Drama,
Beloved,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of her deceased daughter.",Drama, History, Horror
Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts, two eloping high-school graduates.",Comedy, Horror,
Practical Magic,"Sisters Sally and Gillian Owens have a special bond with each other despite being different in personality and outlook. Having grown up with their spinster Aunts Frances and Jet in the long time Owens family home on an island off the coast of Massachusetts following the death of their father and then their mother, they are the latest in a long line of witches. Rumors of the Owens women being witches have existed for generations in the small close minded town in which they live, despite there being no hard evidence. The Owens women are also under a curse that any man with who they fall in love is doomed. With this experience, extroverted Gilly decides to leave the island to live life to the fullest, in the process falling for Jimmy Angelov, an ethnic Bulgarian who grew up near Transylvannia. More introspective Sally, who has sworn off the use of magic except in its most practical sense, has taken measures not to fall in love because of the curse, but ends up falling for and marrying Michael, a local merchant, the two who end up having two daughters of their own. The curse works its way into both Gilly and Sally's lives in different ways. The outcomes of the curse on their collective lives become more complicated with the arrival into town of Tuscon police detective Gary Hallet, whose arrival is not by accident and involves more than just his stated professional purpose.",Comedy, Drama, Fantasy
Apt Pupil,"Neighborhood boy Todd Bowden (Renfro) discovers that an old man living on his block named Arthur Denker (Mackellan) is Nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII. Denker agrees and Bowden starts visiting him regularly. The more stories Bowden hears, the more it affects his personality.",Crime, Drama, Thriller
Pleasantville,"David, nerdy high school student, flees reality by watching Pleasantville - a 1950's b&w sit-com, where everything is just that... pleasant. His sister Jennifer, sexually far more active than her brother, gets in a fight with him about a very strange remote control. The remote was given to them just seconds after the TV broke, by an equally strange repair man. They suddenly find themselves in Pleasantville, as Bud and Mary-Sue Parker, completely assimilated and therefore black and white, in clothes a little different and with new parents... pleasant ones. David wants to get out of the situation as well as his sister, but whereas he tries to blend in (effortlessly, with his knowledge), she does whatever she wants to do. One event leads to the other, and suddenly there is a red rose growing in Pleasantville. The more rules are broken, the more colorful life gets in Pleasantville, USA.",Comedy, Drama, Fantasy
Soldier,"In a futuristic society, some people are selected at birth to become soldiers, and trained in such a manner that they become inhuman killing machines. One of the most succesfull and older of these soldiers (Russell) is pitted against a new breed of soldiers, and after the confrontation is believed to be dead. His body is left behind in a semi-abandoned colonial planet, where everything is peaceful, and he is taught about the other aspects of life. But eventually he has to fight the new breed of soldiers again, this time to defend his new home...",Action, Drama, Sci-Fi
The Cruise,"Affectionate portrait of Tim ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses. He talks fast, is in love with the city, and dispenses historical facts, architectural analysis, and philosophical musings in equal measures. He's reflective and funny about cruising: he loves it, got in it to meet women, and he'd quit work if he could. His personal life is disclosed in small doses: he takes home $200 a week for 20 hours work, home is his suitcase and wherever he can flop, he's been arrested for going out on the roof tops of skyscrapers to see his city; he stands between the towers of the World Trade Center, spins until he's dizzy, then looks up.",Documentary,,
Life Is Beautiful,"In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.",Comedy, Drama, War
Orgazmo,"Joe Young was a simple young man trying to spread the word of the Book of Mormon when he picked the wrong house to preach at! The owner, a porn director named Maxxx Orbison, tells his henchmen to kill the guy at the door who interrupted their scene, but Joe fights off the guards with great skill, which impresses Maxxx so much that he offers Joe the lead role in the movie he's making at the moment: Orgazmo, which is about a sex superhero who fights crime with his Orgazmorator, and ChodaBoy, his sidekick. Joe, against his beliefs, takes the job so that he can pay for the wedding he plans for himself and his fiancée, whom he doesn't tell about his risqué new acting job. However, when the movie becomes an amazing hit just about everywhere and he finds out that Ben (ChodaBoy) has created a real Orgazmorator, Joe is in some serious hot water!",Comedy, Sci-Fi,
Tales from the Darkside: The Movie,"This is really three shorter movies, bound together by a fourth tale in which the other three stories are read. The first segment features an animated mummy stalking selected student victims; the second tale tells the story of a ""cat from Hell"" who cannot be killed and leaves a trail of victims behind it; the third story is about a man who witnesses a bizarre killing and promises never to tell what he saw, and the ""in-between"" bit is the story of a woman preparing to cook her newspaper boy for supper.",Comedy, Fantasy, Horror
Vampires,"The church has long known that vampires exist. However, it is discovered that a group of vampires are searching for a powerful doom for mankind. The Vatican then secretly enlists a team of vampire-hunters, led by Jack Crow, to hunt down and destroy the vampires before they find the crucifix.",Action, Horror, Thriller
Hands on a Hard Body: The Documentary,Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the ...,Documentary,,
Living Out Loud,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury ...",Comedy, Drama, Romance
Gods and Monsters,"The story of James Whale, the director of Frankenstein (1931) and Bride of Frankenstein (1935), in the time period following the Korean War. Whale is homosexual and develops a friendship with his gardener, an ex-Marine.",Biography, Drama,
The Siege,"After the abduction by the US military of an Islamic religious leader, New York City becomes the target of escalating terrorist attacks. Anthony Hubbard, the head of the FBI's Counter-Terrorism Task Force in New York, teams up with CIA operative Elise Kraft to hunt down the terrorist cells responsible for the attacks. As the bombings continue, the US government responds by declaring martial law, sending US troops, led by Gen. Devereaux, into the streets of New York City.",Action, Thriller,
The Waterboy,"Bobby Boucher is the lowly waterboy for a college football team, until the coach discovers his amazing talent for tackling people much bigger than him. He signs the Waterboy as the new star player, but Bobby must keep it secret from his overbearing and domineering mother.",Comedy, Sport,
Elizabeth,"This film details the ascension to the throne and the early reign of Queen Elizabeth the First, as played by Cate Blanchett. The main focus is the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",Biography, Drama, History
Velvet Goldmine,"1971: Glamrock explodes all over the world and challenges the seriousness within the flower power generation by means of glitter and brutal music. Brian Slade, a young rock star, inspires numerous teenage boys and girls to paint their nails and explore their own sexuality. In the end Slade destroys himself. Unable to escape the character role of ""Maxwell Demon"" that he created, he plots his own murder. When fans discover the murder is not real, his star falls abruptly and he is quickly forgotten about. 1984: Arthur, a journalist working for a New York newspaper, gets assigned the tenth anniversary story about the fake murder of Brian Slade. When Arthur was young and growing up in Manchester, he was more than a fan of Slade. Reluctantly he accepts the assignment and starts to investigate what happened to his old glamrock hero.",Drama, Music,
I Still Know What You Did Last Summer,"Julie's back in college with her new friend, and they win a weekend trip to an island. On the way there, someone dies, and then the girls are tormented on the island.",Horror, Mystery,
I'll Be Home for Christmas,"A college student experiences difficulty in getting home for Christmas after being hazed by his friends. While struggling to get home in time for Christmas, he learns quite a bit about ...",Comedy, Family,
Meet Joe Black,"Bill Parrish, media tycoon, loving father and still a human being, is about to celebrate his 65th birthday. One morning, he is contacted by the Inevitable - by hallucination, as he thinks. Later, Death itself enters his home and his life, personified in a man's body: Joe Black has arrived. His intention was to take Bill with him, but accidentally, Joe's former host and Bills beautiful daughter Susan have already met. Joe begins to develop certain interest in life on earth as well as in Susan, who has no clue who she's flirting with.",Drama, Fantasy, Romance
Hard Core Logo,"Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will, all the tensions and pitfalls of life on the road come bubbling to the surface.",Comedy, Drama, Music
Enemy of the State,"Robert dean is a mild-mannered lawyer who works in Washington D.C. He is on the trail of a kingpin named Pintero. Meanwhile, a politician named Thomas Reynolds is negotiating with Congressman Phillip Hammersley about a new surveillance system with satellites. But, Hammersley declines, that is when Reynolds had Hammersley killed, but this murder was caught on tape, and this person was being chased by Reynolds' team of NSA agents, the guy must ditch the tape, so he plants it on Dean (unbeknownst to Dean). Then, the NSA decides to get into Dean's life. That is when Dean's life began to fall apart all around him, with his wife and job both gone. Dean wants to find out what is going on. Then, he meets a man named ""Brill"" who tells him that Dean has something that the government wants. That is when Dean and Brill formulate a plan to get Dean's life back and turn the Tables on Reynolds.",Action, Thriller,
The Rugrats Movie,"Tommy faces responsiblity when Dil, his new baby brother is born. As with all newborns, the child becomes a bane to Tommy and the rest of his gang. Even Phil and Lil don't like them. So they decide to return Dil to where he came from, the hospital. But they get lost along the way, REALLY lost, and get into even more trouble with a circus. Can they find their way home and can Tommy and Dil just get along?",Animation, Adventure, Comedy
A Bug's Life,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",Animation, Adventure, Comedy
Celebrity,The fortunes of a husband and wife differ drastically after they divorce.,Comedy, Drama,
Central Station,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",Drama,,
Waking Ned Devine,"The lucky winner of the national lottery is Ned Devine, so taken by his good fortune that he now can't be waked, because he died from the shock of it! News of the win spread quickly in the scenic little Irish village of Tully More, but not the secret news of Ned's demise. With lottery officials closing in to confirm the prize claimed by the deceased Devine, Ned's closest friends scheme to keep the prize money close to home, in memory of Ned of course! But as the plot twists humorously, they learn it is hard is to keep such a secret in a small town.",Comedy,,
The Celebration,"The Father turns 60. His family, which is a big one of the kind, gathers to celebrate him on a castle. Everybody likes and respects the father deeply...or do they? The youngest son is trying to live up to the father's expectations. He is running a grill-bar in a dirty part of Copenhagen. The oldest son runs a restaurant in France, while the sister is a anthropologist. The older sister has recently committed suicide and the father asks the oldest son to say a few words about her, because he is afraid he will break into tears if he does it himself. The oldest son agrees without argument. Actually he has already written two speeches. A yellow and a green one. By the table, he asks the father to pick a speech. The father chooses green. The oldest son announces that this is the Speech of Truth. Everybody laughs, except for the father who gets a nervous look on his face. For he knows that the oldest son is about to reveal the secret of why the oldest sister killed herself.",Drama,,
Babe: Pig in the City,"After Babe's great victory in the shepherding contest, Farmer Arthur Hoggett turns down all offers to make money with his pig's talents. But when he gets hurt severely in the well, his wife has to take up farming. She does her best but cannot meet the bank's requirements, which results in the necessity of getting back to Babe. Soon, Esme Hoggett is sitting in a plane headed for ""the"" city. There, Babe unwillingly causes deep trouble. He has to stay with Mrs. Hoggett in the only hotel in town that accepts pets. Friendly neighbours send officials who catch all animals from the hotel: Cats, dogs, chimpanzees and many others. Babe, who managed to stay free, decides to help his new friends and gets unexpected help - not only by Ferdinand, who flew all the way to the city.",Adventure, Comedy, Drama
Home Fries,"Hamburger joint waitress Sally Jackson is pregnant. When Beatrice, the wife of the father, finds out about his infidelity, she sends her sons from a previous marriage, military pilots Angus and Dorian Montier, to scare the living daylights out of him. Their gunship does such a good job, without hitting him, that he dies from a heart attack. Worrying about radio interference that night, they investigate who might have heard too much within the fairly empty reception perimeter, and soon discover only Sally could, still ignorant about her affair with his step-dad Henry. Dorian takes a job there to be sure, but soon falls for her himself, while mother-obsessed moron Angus would do anything to anyone for her honor...",Comedy, Romance, Drama
Ringmaster,"Jerry Springer stars as more or less himself, the host of a raunchy, controversial and popular Los Angeles talk show which features everyday people with problems and who frequently vent thrir problems on the air. A new group of guests are flown in for one show who include white trailer trash from Sarasota FL; Connie, whose current husband has cheated on her with her nymphomaniac teenage daughter, Angel, for which Connie has gotten revenge by having sex with Angel's fiance; and from Detroit, black trash Starletta, whose boyfriend, Damone, has slept with all of her girlfriends. Soon the paths of all of these parties cross which leads to more sex, arguments, physical violence, and Jerry sweating out just another day.",Comedy,,
Very Bad Things,"A group of friends head to Las Vegas for a bachelor party.. only things go wrong and a woman is killed. Soon, the bodies are piling up and the friends find themselves turning against one another as the coverup builds.",Comedy, Crime, Thriller
Steam: The Turkish Bath,"Francesco and Marta are husband and wife running a small design company in Rome. When Francesco's long forgotten Aunt Anita dies in Istanbul, he travels there to look after the sale of the hamam (one of a few traditional Turkish baths left) he inherited. There he meets the family running the hamam, gets attracted to a member of it and the whole Turkish atmosphere and decides not to sell the hamam..",Drama, Romance,
Little Voice,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend.",Comedy, Drama, Music
A Simple Plan,When three blue collar acquaintances come across millions of dollars in lost cash they make a plan to keep their find from the authorities but find complications and mistrust weaving its way into their plan.,Crime, Drama, Thriller
Jack Frost,"Jack Frost is a singer who's on the road most of the time so he can't spend a lot of time with his son Charlie, although they love each other very much. When Jack dies in a car accident, Charlie becomes a very sad young man, until... Jack returns as a snowman! Now they can do all the things they've missed when Jack was human, but what will people think when they see Charlie talking to a snowman and what will happen when the weather gets warmer?",Comedy, Drama, Family
Star Trek: Insurrection,"While on a mission to observe the peaceful Ba'ku race, Lt. Commander Data suddenly behaves as if having to fear for his existence. The immortal Ba'ku, whose planet offers regenerative radiation and therefore incredible lifespans, live in harmony with nature and reject advanced technology. Their planet and their culture is secretly researched by the Federation associated with an alien race called the Son'a. But the Son'a intend to abduct the Ba'ku in order to take the planet for themselves and for the Starfleet officials who all would like to regenerate their bodies. But they did not think of the loyalty of Captain Jean-Luc Picard and the crew of the Enterprise-E to the Prime Directive.",Action, Adventure, Sci-Fi
The Prince of Egypt,"This is the extraordinary tale of two brothers named Moses and Ramses, one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on earth, and the other the chosen leader of his people! Their final confrontation will forever change their lives and the world.",Animation, Adventure, Drama
Shakespeare in Love,"Will Shakespeare is a known but struggling poet, playwright and actor who not only has sold his next play to both Philip Henslow and Richard Burbidge but now faces a far more difficult problem: he is bereft of ideas and has yet to begin writing. He is in search of his muse, the woman who will inspire him but all attempts fail him until he meets the beautiful Viola de Lesseps. She loves the theatre and would like nothing more than to take to the stage but is forbidden from doing so as only men can be actors. She is also a great admirer of Shakespeare's works. Dressing as a man and going by the name of Thomas Kent, she auditions and is ideal for a part in his next play. Shakespeare soon sees through her disguise and they begin a love affair, one they know cannot end happily for them as he is already married and she has been promised to the dour Lord Wessex. As the company rehearses his new play, Will and Viola's love is transferred to the written page leading to the masterpiece that is Romeo and Juliet.",Comedy, Drama, History
Rocky V,"Rocky Balboa is forced to retire after having permanent damage inflicted on him in the ring by the Russian boxer Ivan Drago. Returning home after the Drago bout, Balboa discovers that the fortune that he had acquired as heavyweight champ has been stolen and lost on the stockmarket by his accountant. His boxing days over, Rocky begins to coach an up-and-coming fighter named Tommy Gunn. Rocky cannot compete, however, with the high salaraies and glittering prizes being offered to Gunn by other managers in town.",Drama, Sport,
You've Got Mail,The owner of a large bookstore chain starts putting the owner of a small local bookstore out of business. Meanwhile they have been corresponding over the internet without knowing who either of them are. They can't stand each other in person but over the internet they are very attracted. He finds out who she is but she doesn't know. He starts to like her more but she still hates him. He has to fix it.,Comedy, Drama, Romance
The Faculty,"A horror tale set in a High School where the students suspect the teaching staff of being aliens, who are intent on making the students their victims.",Horror, Sci-Fi,
Mighty Joe Young,"The baby gorilla left in her care grows up to become a hugely tall and broad specimen by the name of Joe, living in the mountains as a mostly unseen legend among people who live there. Along comes an eco-minded emissary from a California sanctuary, who talks the jungle girl into providing safe haven for Joe at the L.A. facility. The transition is not without discomfort, but everything is aggravated via a conspiracy of poachers to get Joe into their own greedy hands!",Action, Adventure, Family
Patch Adams,"The true story of a heroic man, Hunter Patch Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.",Biography, Comedy, Drama
Stepmom,"A terminally ill woman has to settle on her former husband's new lover, who will be their children's stepmother.",Comedy, Drama,
A Civil Action,"Jan Schlichtmann, a tenacious lawyer, is addressed by a group of families. When investigating the seemingly non-profiting case, he finds it to be a major environmental issue that has a lot of impact potential. A leather production company could be responsible for several deadly cases of leukemia, but also is the main employer for the area. Schlichtmann and his three colleagues set out to have the company forced to decontaminate the affected areas, and of course to sue for a major sum of compensation. But the lawyers of the leather company's mother company are not easy to get to, and soon Schlichtmann and his friends find themselves in a battle of mere survival.",Drama,,
Down in the Delta,"Rosa Lynn sends her druggie daughter Loretta and her children Thomas and Tracy away from the big city to live with their uncle Earl in the ancestral home in rural Mississippi. Earl puts Loretta to work in his restaurant, Just Chicken, while also telling them about the generations of their family, the Sinclairs, dating back to their time in slavery before the the Civil War.",Drama,,
Hurlyburly,Hurly-burly is an adaptation of David Rabe's well known play about the intersecting lives of several Hollywood players and wannabes whose personal lives threaten to veer into a catastrophe more interesting than anything they're peddling to the studios.,Comedy, Drama,
Tea with Mussolini,An orphaned Italian boy is raised among a circle of British and American women living in Mussolini's Italy before and during the Second World War.,Drama, Comedy, War
Wilde,"The story of Oscar Wilde, genius, poet, playwright and the First Modern Man. The self-realization of his homosexuality caused Wilde enormous torment as he juggled marriage, fatherhood and responsibility with his obsessive love for Lord Alfred Douglas, nicknamed Bosie. After legal action instigated by Bosie's father, the enraged Marquise of Queensberry, Wilde refused to flee the country and was sentenced to two years at hard labor by the courts of an intolerant Victorian society.",Biography, Drama, Romance
Outside Ozona,A drama revolving around a group of strangers brought together by a common occurrence as well as listening to the same radio station.,Comedy, Drama, Romance
Affliction,A deeply troubled small town cop investigates a suspicious hunting death while events occur that cause him to mentally disintergrate.,Drama, Mystery, Thriller
Another Day in Paradise,"In the hope of a big score, two junkie couples team up to commit various drug robberies which go disastrously wrong leading to dissent, violence and murder.",Crime, Drama, Thriller
The Hi-Lo Country,"An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.",Drama, Romance, Western
Hilary and Jackie,"The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi.",Biography, Drama, Music
Playing by Heart,"Eleven articulate people work through affairs of the heart in L.A. Paul produces Hannah's TV cooking show, and they must move beyond gentle barbs when she wants to know about an affair of his years ago. Mark is dying of AIDS, and his mother comes to his bedside: they must talk truthfully. Men have scalded Meredith so she rebuffs Trent's charm, but he persists. The trendy, prolix Joan tries to pull the solitary Keenan into her orbit: why is he reluctant? An adulterous couple meet at hotels for evening sex, but she is unwilling for the relationship to grow. Hugh tells tall tales, usually tragic, to women in bars. By the week's end, their parallel stories converge.",Comedy, Drama, Romance
At First Sight,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.,Drama, Romance,
In Dreams,"The housewife Claire Cooper is married with the pilot Paul Cooper and their little daughter Rebecca is their pride and joy. When a stranger kidnaps a girl, Claire dreams about the man but ...",Drama, Fantasy, Thriller
Varsity Blues,"In small-town Texas, high school football is a religion. The head coach is deified, as long as the team is winning and 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. In his 35th year as head coach, Bud Kilmer (Jon Voight) is trying to lead his West Canaan Coyotes to their 23rd division title. When star quarterback Lance Harbor (Paul Walker) suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon (James Van Der Beek), a second-string quarterback with a slightly irreverent approach to the game. ""Varsity Blues"" explores our obsession with sports and how teenage athletes respond to the extraordinary pressures places on them.",Comedy, Drama, Romance
Virus,"When a typhoon cripples their boat, the crew sails into the eye of the storm, where they discover a high-tech Russian communications and research vessel adrift. Only one Russian crew member is still alive, raving about ""intelligent lightning."" They soon discover that an alien life form has taken over the ship's computers and is churning out mechanical warriors. With their own boat destroyed, the crew must battle the creature as the ship reenters the storm.",Action, Horror, Thriller
Texas Chainsaw Massacre: The Next Generation,"This is the twisted tale of Vilmer and his crazy family which includes the lovely Leatherface. They have pastime of killing and stuffing people. Unfortunately, Jenny and her friends run into Vilmer and his clan in the middle of the night in the middle of the woods.",Comedy, Horror, Thriller
Gloria,"A street-wise, middle-aged moll named Gloria stands up against the mobs, which is complicated by a six-year-old urchin with a will of his own who she reluctantly takes under her wing after his family has been gunned down.",Crime, Drama, Thriller
My Name Is Joe,"Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods.",Drama, Romance,
